Year,Company name, Number of single use plastic bags issued , Gross proceeds of charge (£) ,VAT (£),Costs deducted (£), Cost of changing till systems (£),Cost of staff communications (£),Cost of customer communications (£),Cost of obtaining advice on charge (£),Cost of administering donations (£),Other costs associated with implementing charge (£), Description of other costs, Net proceeds  (£) (Gross less VAT and costs) ,Use of net proceeds,Other use of net proceeds,Amount donated to good causes (£),Good causes in receipt of proceed donation,Number of paper bags issued,Number of bags for life,Any other information
2017-18,QD Commercial Group Holdings Limited,1303196,54299.86,10859.97,15500,0,0,0,0,0,15500,,27939.89,Donated,,21368,  ,,,
2017-18,Quality Save,828669,41407,8281,11758,0,0,500,0,900,10358, Other costs detailed above are the cost of the carrier bags.,21368,"Donated,Retained by your company / organisation",   ,,,,, 
2017-18,QVC,35763,1788.15,298.03,No costs deducted from proceeds,0,0,0,0,0,0, ,1490.12,Donated,Donated to designated corporate charities,,Local causes chosen by customers or staff,,,Amount donated £1490.12; Data identified by sales reports generated by epos system
2017-18,Ragdale Hall (1990) Limited,200,10,1.67,No costs deducted from proceeds,0,0,0,0,0,0, ,8.33,Retained by your company / organisation, ,0,,,, 
2017-18,Red 5 (Retail) Limited,101892,5095,849,No costs deducted from proceeds,0,0,0,0,0,0, ,4246,Donated, ,,  ,,, 
2017-18,REXEL UK LTD,124976,6249,1041,No costs deducted from proceeds,0,0,0,0,0,0, ,5208,Put to other uses (supply details below),Donation to be made asap to Charity nominated as part of the Company Satisfaction charity vote. ,0,,,, The company has recently taken the decision to stop using plastic carrier bags altogether in it's sustainability efforts;  Carrier bag sales are reported in various systems across the organisation. Sales have then been aggregated for the purpose of completing this return.
2017-18,Ringtons Limited,3,0.15,0.03,No costs deducted from proceeds,0,0,0,0,0,0, ,0.12,Retained by your company / organisation, ,0,,,, 
2017-18,River Island Clothing Co Ltd,8024565,401228.27,66871.38,No costs deducted from proceeds,0,0,0,0,0,0, ,334356.89,Donated, ,,  ,,, 
2017-18,Robert Dyas Holdings Limited,1454707,72735,12122,No costs deducted from proceeds,0,0,0,0,0,0, ,60613,Donated, ,60613,Charity/Voluntary,,, 
2017-18,Roman Originals,443228,22161.4,3693.57,No costs deducted from proceeds,0,0,0,0,0,0, ,18467.83,Donated, ,18468,"Charity/Voluntary,Local causes chosen by customers or staff",,, 
2017-18,Roys (Wroxham) Limited,591567,29578.35,5720.13,No costs deducted from proceeds,0,0,0,0,0,0,,23858.2,Donated,,20404.51,Local causes chosen by customers or staff,,,
2017-18,Ryman Limited,1370352,68518,11420,No costs deducted from proceeds,0,0,0,0,0,0, ,57098,Donated, ,57098,Charity/Voluntary,,, 
2017-18,Sainsbury's,53947789,2697389,449565,No costs deducted from proceeds,0,0,0,0,0,0, ,2247824,Donated, ,2247824,Charity/Voluntary,,, 
2017-18,Sally Salon Services Ltd,264681,13234.05,2646.7,No costs deducted from proceeds,0,0,0,0,0,0, ,10587.35,Donated, ,10587,Charity/Voluntary,,, 
2017-18,Savers Health & Beauty Limited,11311753,565584,93946,No costs deducted from proceeds,0,0,0,0,0,0, ,471638,Donated, ,471638,Health,,, 
2017-18,Sayers The Bakers Limited,1453561,72678.05,12113.01,No costs deducted from proceeds,0,0,0,0,0,0, ,60565.04,Donated, ,60565,Local causes chosen by customers or staff,,, 
2017-18,Select Service Partner UK Limited,10215324,510766,85127,No costs deducted from proceeds,0,0,0,0,0,0, ,425639,Donated, Net Proceeds donated to Charity,425638,Charity/Voluntary,,21688, 
2017-18,Shearings Hotels Ltd,13,0.65,0.11,No costs deducted from proceeds,0,0,0,0,0,0, ,0.54,Retained by your company / organisation, ,0,,,, 
2017-18,Skechers USA LTD,271478,13573.9,2262.32,No costs deducted from proceeds,0,0,0,0,0,0, ,11311.58,Donated, ,,  ,,, 
2017-18,SMG EUROPE HOLDINGS LTD,2920,146,29.2,No costs deducted from proceeds,0,0,0,0,0,0, ,116.8,Donated, ,117,Local causes chosen by customers or staff,,, 
2017-18,SMG UK Ltd First Direct Arena,8025,401.25,66.87,No costs deducted from proceeds,0,0,0,0,0,0, ,334.38,Donated, ,334,Health,,, Donated to -  Maggies Cancer CentresRegistered Charity No. SC024414
2017-18,Smiggle UK Limited,636456,31822.8,5303.8,No costs deducted from proceeds,0,0,0,0,0,0, ,26519,Retained by your company / organisation, ,0,,,,Proceeds held until appropriate charity partnership has been identified
2017-18,Smyths Toys UK Limited,2006153,100307.65,16718,No costs deducted from proceeds,0,0,0,0,0,0, ,83589.65,Donated, ,83590,"Health,Charity/Voluntary",,," Tameside NHS NICU 
Royal Manchester Childrens Hospital - Too call back
Acorns Hospice
Little Havens Hospice
The Kensington & Chelsea Foundation - ref Grenfell Tower Fund
The Haven Refuge Wolverhampton
The Children's Society Birmingham & Coventry
Parents Association of Children with Tumours and Leukaemia
Jessops hospital, special care baby unit
Birmingham Children's Hospital
Bluebell wood childrens hospice
Al-Imdaad Foundation UK"
2017-18,Snappy Snaps,973,48.65,8.11,No costs deducted from proceeds,0,0,0,0,0,0,,40.54,Donated,,58.5,Charity/Voluntary,,,
2017-18,Sodexo Ltd,552606,29052.15,4842.03,No costs deducted from proceeds,0,0,0,0,0,0, ,24210.12,Donated, ,,  ,,,
2017-18,South Tyneside Council,559,27.95,4.04,No costs deducted from proceeds,0,0,0,0,0,0, ,23.91,Donated, ,24,Charity/Voluntary,,, 
2017-18,Southampton City Council,1570,78.5,13.08,No costs deducted from proceeds,0,0,0,0,0,0, ,65.42,Donated, ,65,Charity/Voluntary,,, 
2017-18,Sportswift Limited,11842720,592136,98689.33,No costs deducted from proceeds,0,0,0,0,0,0, ,493446.67,Put to other uses (supply details below),The net proceeds are to be donated to our chosen charities (as in previous years) and also to a charitable foundation recently set up by the business.,0,,,, 
2017-18,St Peter's Hospice,125672,6283.6,1047.27,No costs deducted from proceeds,0,0,0,0,0,0, ,5236.33,Retained by your company / organisation,We are a charity so we retain the proceeds,0,,,, Data based on till sales
2017-18,StanleyBlack&Decker,4359,217.95,36.33,No costs deducted from proceeds,0,0,0,0,0,0, ,181.62,Donated, ,181,Local causes chosen by customers or staff,,, 
2017-18,Sue Ryder,1441806,145287,24214,No costs deducted from proceeds,0,0,0,0,0,0, ,121073,Donated, ,121073,"Health,Charity/Voluntary",,," Bags are priced at 5p, 10p and 15p.  83% of bags sold are priced at 10p or above;  Net proceeds donated to Sue Ryder (registered charity number 1052076) to support end of life and neurological care."
2017-18,SUK Retail Ltd,145852,7292.6,1215.43,No costs deducted from proceeds,0,0,0,0,0,0, ,6077.17,Retained by your company / organisation, ,1313,Local causes chosen by customers or staff,,, 
2017-18,Tate Bros. Ltd,54078,2704,451,No costs deducted from proceeds,0,0,0,0,0,0, ,2253,Donated, ,4642,Local causes chosen by customers or staff,,,
2017-18,Tesco Stores Ltd,332741451,16637072.55,2772845.42,No costs deducted from proceeds,0,0,0,0,0,0, ,13864227.13,Donated, ,13864227,Local causes chosen by customers or staff,,,"£12.17million to local causes voted for by customers and £1.69million to community charity Groundwork. Tesco distributes the money raised from the carrier bag charge through its Bags of Help scheme. Launched in 2015, the national scheme invites local community groups to apply for funding for local projects. To date, across England , Scotland and Wales we've given over £52 million to more than 16,000 local community  projects, which range from installing new school playground equipment and improving local parks to creating new community gardens and restoring local heritage sites. These projects are voted for by our customers in- store.  We receive expert support from the community charity, Groundwork, who help community groups apply for funding and distribute the funds on behalf of Tesco.
"
2017-18,The Atkinson,189,7.87,1.58,No costs deducted from proceeds,0,0,0,0,0,0, ,6.29,Retained by your company / organisation, ,0,,,, 
2017-18,The Camphill Village Trust Ltd,6,0.25,0.05,No costs deducted from proceeds,0,0,0,0,0,0, ,0.2,Retained by your company / organisation, ,0,,,, 
2017-18,The Children's Society,199243,9962.15,1992.26,No costs deducted from proceeds,0,0,0,0,0,0, ,7969.89,Retained by your company / organisation," Retained by us as we are a registered charity, income has gone directly back into our unrestricted income source.",9962,Charity/Voluntary,,," Above sum given to charity is referring to our own registered charity 0 The Children's Society;  The cost of the purchase of the bags is not listed anywhere, the cost to our charity for all bags purchased in the financial year 2017/2018 was £19,812"
2017-18,The Co-operative Group,120629924,6031496,976993,No costs deducted from proceeds,0,0,0,0,0,0, ,5054503,Donated, ,5054503,Local causes chosen by customers or staff,,19887722, 
2017-18,The Factory Shop Ltd,1939275,96963.75,19392.75,No costs deducted from proceeds,0,0,0,0,0,0,,77571,Donated,,96963.75,Charity/Voluntary,,,
2017-18,The Lambing Shed Farm Shop Ltd,6424,321.2,53.53,No costs deducted from proceeds,0,0,0,0,0,0, ,267.67,Donated, ,268,Local causes chosen by customers or staff,,, We track our plastic bag sales on the till.
2017-18,The Midcounties Co-operative,9359305,468000,94000,75000,0,0,0,0,0,75000,"Includes a range of operational costs associated with admin, community support, maximising community impact and raising awareness ",299000,"Donated,Put to other uses (supply details below)","To deliver a Sustainable Communities programme to help communities defend the environment by saving energy, engage in community renewable energy, and helping alleviate fuel poverty  ",199000,"Arts,Environment,Heritage,Health,Sport,Charity/Voluntary,Local causes chosen by customers or staff",,, 
2017-18,The Reading Football Club Limited,4643,232.15,38.69,No costs deducted from proceeds,0,0,0,0,0,0, ,193.46,Donated, ,193,Local causes chosen by customers or staff,,, 
2017-18,The Salvation Army,22891,1144.55,228.91,No costs deducted from proceeds,0,0,0,0,0,0, ,915.64,Retained by your company / organisation, ,0,,,," 20% VAT rate used
Data was compiled based on value entered in the Salvation Army Accounting system"
2017-18,The Southern Co-operative,8994517,449978,74996,No costs deducted from proceeds,0,0,0,0,0,0, ,374982,Donated, ,,  ,,, 
2017-18,University of Manchester,2030,104.55,20.91,No costs deducted from proceeds,0,0,0,0,0,0, ,83.64,Donated, Donated to The John Rylands Library,84,"Arts,Education",,,"1969 bags issued @ 0.05p
61 bags issued @ 0.10p"
2017-18,Thorntons Ltd,1229783,61489.15,10248.19,No costs deducted from proceeds,0,0,0,0,0,0, ,51240.95,Donated, ,51240.95,Environment,,, 
2017-18,Three,27525,1376.25,275.25,No costs deducted from proceeds,0,0,0,0,0,0,,1101,Donated,,,Local causes chosen by customers or staff,,, All proceeds were donated to charities registered in England through our Community Fund (which enables all employees to nominate charities they are passionate about for a donation of £500 from Three). The proceeds were added to the budget as additional funds available and have been included in the donations made following the reporting period. http//www.three.co.uk/discover/sharing_stuff/Community_Fund
2017-18,Tiger Retail Ltd,1903119,185817.3,30969.55,No costs deducted from proceeds,0,0,0,0,0,0, ,154847.75,Retained by your company / organisation, ,0,,,, 
2017-18,TJX,18374174,918708.7,183741.74,No costs deducted from proceeds,0,0,0,0,0,0,,734966.96,Donated,,,  ,,,
2017-18,Toolstation Ltd,316495,15824.75,2626.91,No costs deducted from proceeds,0,0,0,0,0,0, ,13197.84,Donated, ,,Education,,, 
2017-18,Travis Perkins plc,313574,15678.7,3135.74,No costs deducted from proceeds,0,0,0,0,0,0,,12542.96,Donated,,,"Environment,Local causes chosen by customers or staff",,, Donations have been made to environmental causes and chosen charities throughout the Group. 
2017-18,Tyne and Wear Archives & Museums,4765,238.25,39.71,No costs deducted from proceeds,0,0,0,0,0,0, ,198.54,Donated, ,199,"Arts,Heritage",,, 
2017-18,"UCL Shop, Univeristy College London",517,139.59,23.27,No costs deducted from proceeds,0,0,0,0,0,0, ,116.32,Donated, ,,  ,,, 
2017-18,University of Bath,75166,3758.3,626.38,No costs deducted from proceeds,0,0,0,0,0,0, ,3131.92,Donated, ,3131,Charity/Voluntary,,16671,Data was collated from sales through till systems. VAT charged at standard rate.
2017-18,University of Birmingham,26142,1324.05,220.68,No costs deducted from proceeds,0,0,0,0,0,0, ,1103.37,Retained by your company / organisation, ,0,,,, 
2017-18,University of Exeter,43365,2788.35,464.77,50,0,0,0,0,50,0, ,2273.58,Donated, ,2273,Local causes chosen by customers or staff,,, 
2017-18,University of Keele,44203,2210.15,368.36,No costs deducted from proceeds,0,0,0,0,0,0, ,1841.79,Retained by your company / organisation, ,0,,,, 
2017-18,University of London,401,32.1,6.92,No costs deducted from proceeds,0,0,0,0,0,0, ,25.18,Retained by your company / organisation, ,0,,,,"Out of the 401 bags provided, 321 were charged for. The remaining 80 were used for library services, and there was no sale of goods involved."
2017-18,University of Oxford - Ashmolean Museum,3689,185,25.68,175,150,20,5,0,0,0, ,-15.68,Retained by your company / organisation, ,0,,,,"The amount was negative
The organisation is set up as a Charity "
2017-18,University of the Arts London,10165,1177.1,196.18,980.92,0,0,0,0,0,980.92,cost or producing the plastic bags from a bag supplier,0,Retained by your company / organisation, ,0,,,8663, 
2017-18,University of Warwick,147517,7375.85,1229.31,No costs deducted from proceeds,0,0,0,0,0,0, ,6146.54,Donated, ,,  ,,, 
2017-18,Vodafone Ltd,10810,558.15,111.63,No costs deducted from proceeds,0,0,0,0,0,0, ,446.52,Donated, ,446,Charity/Voluntary,,, 
2017-18,Volkswagen Group UK Ltd ,5477,547.7,91.28,No costs deducted from proceeds,0,0,0,0,0,0, ,456.42,Donated, ,456,Local causes chosen by customers or staff,,, 
2017-18,W R Evans Healthcare Ltd,8790,439.5,73.25,No costs deducted from proceeds,0,0,0,0,0,0, ,366.25,Donated, ,,  ,,, 
2017-18,W Wing Yip & Brothers Trading Group Ltd,428589,21429.45,3571.58,No costs deducted from proceeds,0,0,0,0,0,0, ,17857.87,Donated, ,17777,Charity/Voluntary,,, The donations made to date included money collected but not distributed from the previous submission;  Each W Wing Yip Store has donated the proceeds from its plastic bag sales to charities in its local area
2017-18,Waitrose Ltd,62747015,3137350,522891,No costs deducted from proceeds,0,0,0,0,0,0, ,2614459,Donated,"Waitrose has committed 50% of these funds to the UK Dementia Research Institute at University College London. The remaining 50% will be used to support initiatives to tackle plastic pollution, including ÃƒÂƒÃ†Â’ÃƒÂ†Ã¢Â€Â™ÃƒÂƒÃ‚Â¢ÃƒÂ¢Ã¢Â€ÂšÃ‚Â¬ÃƒÂ…Ã‚Â¡ÃƒÂƒÃ†Â’ÃƒÂ¢Ã¢Â‚Â¬Ã…Â¡ÃƒÂƒÃ¢Â€ÂšÃƒÂ‚Ã‚Â£1m to support the Marine Conservation Society.
",2614459,Environment,,, 
2017-18,Waremoss Ltd,14763,745.6,124.26,No costs deducted from proceeds,0,0,0,0,0,0, ,621.34,Donated, ,621,Charity/Voluntary,,, 
2017-18,Warner Bros. Studios Leavesden Ltd.,488181,24409.05,4068.18,No costs deducted from proceeds,0,0,0,0,0,0, ,20340.87,Donated, ,20341,"Charity/Voluntary,Local causes chosen by customers or staff",,62281, 
2017-18,Warner Leisure Hotels,15366,814.31,144.55,No costs deducted from proceeds,0,0,0,0,0,0, ,669.76,Donated, ,669,Health,,, 
2017-18,Warrens Bakery Limited,57425,2871.25,478.54,No costs deducted from proceeds,0,0,0,0,0,0, ,2392.71,Donated, ,,  ,,, 
2017-18,Watford Association Football Club,4293,214.65,35.78,No costs deducted from proceeds,0,0,0,0,0,0, ,178.87,Donated, ,179,Environment,,, 
2017-18,Welcome Break Group Limited,1404316,70215.8,11702.54,No costs deducted from proceeds,0,0,0,0,0,0, ,58513.26,Donated, ,58513,Charity/Voluntary,,,Method of data collection used till system
2017-18,WH Smith plc,2469294,125585,20931,10798,0,5802,1549,0,3447,0, ,93856,Donated, ,93856,"Education,Charity/Voluntary,Local causes chosen by customers or staff",,,
2017-18,Wildfowl & Wetlands Trust (Trading) Ltd,5174,252.27,41.88,No costs deducted from proceeds,0,0,0,0,0,0, ,210.39,"Donated,Retained by your company / organisation", Donated to the Wildfowl & Wetlands Trust for work towards our conservation projects,,  ,,, 
2017-18,Wilkinson Hardware Stores Limited ,33334402,1666720,277786.68,59125.63,0,599.31,54964.25,0,3562.07,0, ,1329807.69,Donated, ,1329808,"Education,Environment,Heritage,Charity/Voluntary",,, 
2017-18,William Strikes Ltd,102682,5130.28,855.05,2176.86,0,0,0,0,0,2176.86,Cost of the Carrier bags,2098.37,Donated, ,,  ,,, 
2017-18,Wm Morrison Supermarkets PLC,183271200,9163560,1237073,No costs deducted from proceeds,0,0,0,0,0,0, ,7926487,Donated, ,5771521,Charity/Voluntary,,,"Bags charged for use in our stores attract VAT at the standard rate of 20%. The net proceeds from bags sold in store were donated to the Morrisons Foundation and our national charity partner, CLIC Sargent (the UK's leading cancer charity for children and young people). Bags charged for use in our online operations attract VAT at a blended rate agreed with HMRC (hence the reported figure of VAT which does not equate to 20%). After the deduction of a blended rate of VAT from the charge applied in our online business, net proceeds equate to £2,487,317. £2,154,966 was used to support the recycling incentive we offer to our online customers. The remaining £332,351 was donated to the Morrisons Foundation. "
2017-18,Woburn Enterprises Partnership,10006,500.3,83.38,No costs deducted from proceeds,0,0,0,0,0,0, ,416.92,Donated, ,417,Health,,, 
2017-18,Woodthorpe Hall Garden Centres Limited,46831,3141.7,523.62,No costs deducted from proceeds,0,0,0,0,0,0, ,2618.08,Donated, ,2618,Local causes chosen by customers or staff,,," Collect data via epos till system. 
Charges are 5p & 10p"
2017-18,WR Evans,3999,200,40,No costs deducted from proceeds,0,0,0,0,0,0, ,160,Donated, ,160,"Charity/Voluntary,Local causes chosen by customers or staff",,, 
2017-18,Wrights Pies (Shelton) Ltd,87711,4385.55,730.92,100,0,0,100,0,0,0, ,3554.63,Donated, ,,  ,,, 
2017-18,YESSS (A) Electrical Ltd,260605,13030.25,2171.71,500,0,0,0,0,500,0, ,10358.54,Donated,Donated to  charities/ voluntary sector,10358,Charity/Voluntary,,, 
2017-18,YO! Sushi UK Ltd,29270,1463.5,243.92,No costs deducted from proceeds,0,0,0,0,0,0, ,1219.58,Donated, ,1219,Health,,, 
2017-18,YTC Ltd,177775,7111,1777.75,905.8,118.8,622,165,0,0,0,,4427.45,Donated,,6205.2,Health,,,
